Job Title,Rating,Salary Estimate Min,Salary Estimate Max,CompanyName,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
In-Line Inspection Data Analyst,2.9,$31K,$56K ,Quest Integrity,"Tulsa, OK","Kent, WA",201 to 500 employees,1996,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),
Data Scientist,4.7,$31K,$56K ,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",201 to 500 employees,2002,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Raytheon Technologies, Northrop Grumman, Booz Allen Hamilton"
Data Scientist,3.4,$31K,$56K ,USI,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),
Data Scientist,3.9,$31K,$56K ,Apex Systems,"San Francisco, CA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture"
Data Scientist,2.9,$31K,$56K ,"Pragmatics, Inc.",United States,"Reston, VA",201 to 500 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),
Decision Scientist,4.5,$31K,$56K ,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman"
Data Scientist,4.9,$31K,$56K ,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",1 to 50 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,,
Data Scientist - TS/SCI FSP or CI Required,5,$31K,$56K ,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),
"Data Scientist, Applied Machine Learning - Bay Area",3.3,$95K,$119K ,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,
Data Scientist,3.5,$95K,$119K ,The Knot Worldwide,"Washington, DC","Chevy Chase, MD",1001 to 5000 employees,2019,Company - Private,Internet,Information Technology,,Zola Registry
Data Scientist,3.5,$95K,$119K ,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),
Data Scientist,4,$95K,$119K ,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),
Data Analyst,3.9,$95K,$119K ,Nolij Consulting,"Falls Church, VA","Vienna, VA",51 to 200 employees,2012,Company - Public,Consulting,Business Services,$1 to $5 million (USD),
Data Scientist,3.4,$95K,$119K ,Dice.com,"Newton, MA","Denver, CO",201 to 500 employees,1990,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Monster Worldwide, CareerBuilder, Craigslist"
Data Scientist,3.5,$95K,$119K ,Gap Inc.,"San Francisco, CA","San Francisco, CA",10000+ employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"H&M, Inditex, Fast Retailing"
Data Scientist,4.7,$95K,$119K ,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),
Data Scientist,,$95K,$119K ,Hatch Data Inc,"San Francisco, CA",,,,,,,,
Data Scientist,,$95K,$119K ,Hatch Data Inc,"San Francisco, CA",,,,,,,,
Data Scientist,,$95K,$119K ,Hatch Data Inc,"San Francisco, CA",,,,,,,,
Data Scientist,,$95K,$119K ,Hatch Data Inc,"San Francisco, CA",,,,,,,,
Data Scientist,,$95K,$119K ,Hatch Data Inc,"San Francisco, CA",,,,,,,,
Data Scientist,,$95K,$119K ,Hatch Data Inc,"San Francisco, CA",,,,,,,,
Data Scientist,4.6,$95K,$119K ,Murray Resources,"The Woodlands, TX","Houston, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),
Data Scientist,4,$95K,$119K ,New York Technology Partners,"Seattle, WA","Jersey City, NJ",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),
Data Scientist,4,$95K,$119K ,Two95 International Inc.,"Chicago, IL","Cherry Hill, NJ",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),
Data Scientist,,$95K,$119K ,Sophinea,"Chantilly, VA",,1 to 50 employees,,Unknown,,,,
Data Scientist,4.7,$95K,$119K ,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),
Data Scientist,3.5,$95K,$119K ,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$25 to $50 million (USD),
Data Scientist - TS/SCI Required,5,$95K,$119K ,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),
Senior Principal Data Scientist (Python/R),4.1,$212K,$331K ,Roche,"Pleasanton, CA","Basel, Switzerland",10000+ employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, AstraZeneca, Siemens Healthineers"
"Real World Science, Data Scientist",4,$212K,$331K ,AstraZeneca,"Wilmington, DE","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
Data Scientist,3.6,$212K,$331K ,Creative Circle,United States,"Los Angeles, CA",201 to 500 employees,2002,Company - Public,Staffing & Outsourcing,Business Services,,"Aquent, 24 Seven Talent"
Data Scientist(s)/Machine Learning Engineer,5,$212K,$331K ,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,,
Senior Data Scientist,3.5,$212K,$331K ,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),
Data Scientist,4.7,$212K,$331K ,Sharpedge Solutions Inc,"Seattle, WA","Lombard, IL",Unknown,,Company - Private,Publishing,Media,Less than $1 million (USD),
Data Scientist,3.5,$212K,$331K ,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),
Data Scientist,3.6,$212K,$331K ,Alaka`ina Foundation Family of Companies,"Fort Sam Houston, TX","Honolulu, HI",501 to 1000 employees,,Government,,,,
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,$212K,$331K ,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
Data Scientist,2.7,$212K,$331K ,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,,
Data Science Software Engineer,4.8,$212K,$331K ,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,,
"Scientist / Group Lead, Cancer Biology",,$212K,$331K ,Monte Rosa Therapeutics,"Cambridge, MA",,,,,,,,
Data Scientist,4,$212K,$331K ,Comtech Global Inc,"Washington, DC","Columbus, OH",51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),
Data Scientist,3.8,$212K,$331K ,"Aveshka, Inc.","Washington, DC","Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),
"Manager, Field Application Scientist, Southeast",4.2,$212K,$331K ,10x Genomics,"Raleigh, NC","Pleasanton, CA",501 to 1000 employees,2012,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,3.9,$212K,$331K ,Southwest Research Institute,"Dayton, OH","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
Data Scientist,,$212K,$331K ,CompuForce,"New York, NY","New York, NY",Unknown,,Company - Private,,,,
Data Scientist,4.5,$212K,$331K ,Smith Hanley Associates,"Washington, DC","New York, 061",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Business Services,,"Kforce, PageGroup, Robert Half"
Scientist - Machine Learning,3.5,$212K,$331K ,Allen Institute,"Seattle, WA","Seattle, WA",201 to 500 employees,2003,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),
Data Scientist,2.7,$212K,$331K ,1-800-Flowers,"New York, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),
Data Scientist,3.5,$212K,$331K ,Aptive,"Washington, DC","Alexandria, VA",51 to 200 employees,2012,Company - Private,Consulting,Business Services,$25 to $50 million (USD),
Data Scientist - Image and Video Analytics,4.9,$66K,$112K ,The Mom Project,"Longmont, CO","Chicago, IL",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Business Services,,
Data Scientist,3.6,$66K,$112K ,Powertek,"Washington, DC","Rockville, MD",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),
Data Scientist,5,$66K,$112K ,JCD Staffing,"Washington, DC","Germantown, MD",1 to 50 employees,,Company - Private,,,,
Data Scientist,3.1,$66K,$112K ,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),
Senior Data Engineer,3.9,$66K,$112K ,Thumbtack,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,,
Data Scientist,3.4,$66K,$112K ,"MILVETS Systems Technology, Inc.","Patuxent, Anne Arundel, MD","Orlando, FL",51 to 200 employees,1986,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),
Machine Learning Scientist / Engineer,4.1,$66K,$112K ,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics"
Data Scientist,4.1,$66K,$112K ,Kforce,"Fairfax, VA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),
Sr. Data Scientist,3.5,$66K,$112K ,Evolve Vacation Rental,"Denver, CO","Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,,
"Intelligence Data Analyst, Senior",4.3,$66K,$112K ,The Buffalo Group,"Fort Belvoir, VA","Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos"
Data Science Analyst,4.4,$66K,$112K ,OppLoans,"Chicago, IL","Chicago, IL",201 to 500 employees,2012,Company - Private,Lending,Finance,$100 to $500 million (USD),
Data Scientist,3.8,$66K,$112K ,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),
Data Scientist,3.7,$66K,$112K ,Carolina Power & Light Co,"McLean, VA","Raleigh, NC",5001 to 10000 employees,1908,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",,"South Carolina Electric & Gas, Virginia Electric and Power"
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,3.9,$66K,$112K ,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
Data Scientist,3.9,$66K,$112K ,Brillient,"Silver Spring, MD","Reston, VA",501 to 1000 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),
Data Modeler (Analytical Systems),3.7,$66K,$112K ,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),
Data Scientist,2.9,$66K,$112K ,Xator Corporation,"Washington, DC","Reston, VA",501 to 1000 employees,,Contract,IT Services,Information Technology,$25 to $50 million (USD),
Data Scientist,4.6,$66K,$112K ,HAN IT Staffing Inc.,"New York, NY","Totowa, NJ",51 to 200 employees,2012,Company - Private,IT Services,Information Technology,,
Data Scientist,3.4,$66K,$112K ,Infinitive Inc,"McLean, VA","Cedar Rapids, IA",201 to 500 employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),
"Data Engineer (Analytics, SQL, Python, AWS)",4,$66K,$112K ,Travelers,"Hartford, CT","Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),
Data Scientist 3 (718),3.3,$128K,$201K ,Amyris,"Emeryville, CA","Emeryville, CA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),
Data Scientist,4.3,$128K,$201K ,Lightspeed Systems,"Austin, TX","Austin, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),
Senior Data Scientist,3.9,$128K,$201K ,Thumbtack,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,,
Senior Data Analyst - Finance & Platform Analytics,3.6,$128K,$201K ,Twitch,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology,,
Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),4.7,$128K,$201K ,New Relic,"Portland, OR","San Francisco, CA",1001 to 5000 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"AppDynamics, Datadog, Dynatrace"
IT Partner Digital Health Technology and Data Science,3.6,$128K,$201K ,Biogen,"Cambridge, MA","Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),
Data Scientist,,$128K,$201K ,HireAi,"San Francisco, CA",,,,,,,,
"Senior Machine Learning Scientist - Bay Area, CA",3.3,$128K,$201K ,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,
Data Scientist,3.3,$128K,$201K ,ICW Group,"San Diego, CA","San Diego, CA",501 to 1000 employees,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers"
Clinical Data Analyst,3.8,$128K,$201K ,NYSTEC,"New York, NY","Rome, NY",51 to 200 employees,1996,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD),"KPMG, Accenture, Deloitte"
Data Scientist,4.5,$128K,$201K ,E3 Federal Solutions,"Chantilly, VA","McLean, VA",501 to 1000 employees,2004,Company - Private,Consulting,Business Services,,
Data Engineer,4.5,$128K,$201K ,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),
Data Scientist Technical Specialist,3.4,$128K,$201K ,Peraton,"Chantilly, VA","Herndon, VA",1001 to 5000 employees,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),
Senior Data Scientist,3.1,$128K,$201K ,Group O,"Chicago, IL","Milan, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),
Data Science Manager,4,$128K,$201K ,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),
Computer Vision / Deep Learning Scientist,3.3,$128K,$201K ,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,
Big Data Engineer,4.1,$128K,$201K ,CaptiveAire,"Raleigh, NC","Raleigh, NC",1001 to 5000 employees,1976,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),
Data Architect,4.2,$128K,$201K ,LSQ,"Orlando, FL","Orlando, FL",51 to 200 employees,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),
Machine Learning Engineer,3.9,$128K,$201K ,Temboo,"New York, NY","New York, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,,
Data Scientist,,$128K,$201K ,Kibo,"Philadelphia, PA","Marbella, Spain",Unknown,,Company - Public,,,,
Aviation AI/ML Data Scientist,3.3,$128K,$201K ,MITRE,"McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
Data Scientist,3.9,$138K,$158K ,Mars,United States,"Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),
Data Scientist / Applied Mathematician,4.5,$138K,$158K ,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),
"Machine Learning Engineer, Sr.",4.2,$138K,$158K ,AeroVironment,"Simi Valley, CA","Simi Valley, CA",501 to 1000 employees,1971,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"General Atomics, Boeing, Northrop Grumman"
Data Scientist (TS/SCI w/ Poly),3.5,$138K,$158K ,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),
Weapons and Sensors Engineer/Scientist,4,$138K,$158K ,Dynetics,"Huntsville, AL","Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),
Applied Computer Scientist,4.5,$138K,$158K ,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),
Senior Data Analyst,4.5,$138K,$158K ,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton"
Information Systems Engineering Specialist (Engineering Scientist),3.8,$138K,$158K ,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,,College / University,Colleges & Universities,Education,,
Cloud Data Engineer (Azure),3.9,$138K,$158K ,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,,
Scientist/Research Associate-Metabolic Engineering,2,$138K,$158K ,Conagen,"New Bedford, MA","Bedford, MA",51 to 200 employees,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,
"Vice President, Biometrics and Clinical Data Management",4.8,$138K,$158K ,Alector,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,
Enterprise Data Analyst (Enterprise Portfolio Management Office),3.9,$138K,$158K ,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,,
Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.3,$138K,$158K ,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),
Lead Data Scientist – Network Analysis and Control,3.3,$138K,$158K ,MITRE,"Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
Senior Machine Learning Engineer,5,$138K,$158K ,LifeOmic,"Raleigh, NC","Indianapolis, IN",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,,
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",4.4,$138K,$158K ,"Homology Medicines, Inc.","New Bedford, MA","Bedford, MA",51 to 200 employees,,Company - Public,,,,
Data Engineer,3.4,$138K,$158K ,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),
Developer III - Data Science,3.3,$138K,$158K ,Inland Empire Health Plan,"Rancho Cucamonga, CA","Rancho Cucamonga, CA",1001 to 5000 employees,1996,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),
Senior Data Engineer,2.9,$138K,$158K ,Affinity Solutions,"New York, NY","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,,"Commerce Signals, Cardlytics, Yodlee"
Hydrogen/Tritium Materials Scientist (Experienced),3.8,$138K,$158K ,Sandia National Laboratories,"Livermore, CA","Albuquerque, NM",10000+ employees,1949,Government,Federal Agencies,Government,$2 to $5 billion (USD),"Los Alamos National Laboratory, Lawrence Livermore National Laboratory"
Data Engineer,3.5,$138K,$158K ,Maxar Technologies,"McLean, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),
Patient Safety- Associate Data Scientist,4,$80K,$132K ,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
Senior Data Scientist,4,$80K,$132K ,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),
Data Scientist,3.4,$80K,$132K ,USI,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),
Data Scientist,3.9,$80K,$132K ,GSK,"Collegeville, PA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck"
Data Scientist,3.8,$80K,$132K ,CIA,"Washington, DC","Langley, VA",Unknown,1947,Government,Federal Agencies,Government,,
Data Scientist,4.5,$80K,$132K ,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),
Data Scientist,4.3,$80K,$132K ,Ovative Group,"Minneapolis, MN","Minneapolis, MN",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),
Data Scientist,3.6,$80K,$132K ,Kognetics,"Gahanna, OH","New York, NY",1 to 50 employees,,Company - Private,,,,
Data Scientist,2.9,$80K,$132K ,Envision Healthcare,"Nashville, TN","Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,,
Data Scientist,2.9,$80K,$132K ,"Pragmatics, Inc.",United States,"Reston, VA",201 to 500 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),
Data Scientist,3.2,$80K,$132K ,ConsumerTrack,California,"Los Angeles, CA",51 to 200 employees,2004,Company - Private,Internet,Information Technology,$25 to $50 million (USD),
Decision Scientist,4.5,$80K,$132K ,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman"
Data Scientist - TS/SCI FSP or CI Required,5,$80K,$132K ,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),
Data Scientist,3.5,$80K,$132K ,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),
Data Scientist,4,$80K,$132K ,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),
Data Scientist,4.4,$80K,$132K ,Meridian Knowledge Solutions,"Washington, DC","Reston, VA",51 to 200 employees,1997,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),
Data Scientist,4.2,$80K,$132K ,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro"
Data Scientist,3.2,$80K,$132K ,IMG Systems,"Plano, TX","Plano, TX",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),
Data Scientist,3.4,$80K,$132K ,Trident Systems Inc,"Fairfax, VA","Fairfax, VA",51 to 200 employees,1985,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),
Data Scientist,4.7,$80K,$132K ,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),
(Sr.) Data Scientist -,3.6,$87K,$141K ,Merrick Bank,Utah,"South Jordan, UT",201 to 500 employees,1997,Company - Private,Banks & Credit Unions,Finance,,
Senior Data Scientist,4.2,$87K,$141K ,ManTech,"Alexandria, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),
Data Scientist,,$87K,$141K ,"GrainBridge, LLC","Omaha, NE",,,,,,,,
Data Scientist,3.2,$87K,$141K ,First Health Group,"Wellesley, MA","Bethesda, MD",10000+ employees,1853,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Humana
Data Scientist,,$87K,$141K ,Sprezzatura Management Consulting,"Washington, VA","McLean, VA",Unknown,,Company - Private,,,,
Data Scientist,2.8,$87K,$141K ,"Progress Rail, A Caterpillar Company","Fort Worth, TX","Albertville, AL",1001 to 5000 employees,1983,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD),
Data Scientist,4.2,$87K,$141K ,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro"
Data Scientist,4.5,$87K,$141K ,Axiologic Solutions,"Alexandria, VA","Fairfax, VA",51 to 200 employees,2009,Company - Private,Aerospace & Defense,Aerospace & Defense,,
Data Scientist,3,$87K,$141K ,Indigo Slate,"Bellevue, WA","Bellevue, WA",51 to 200 employees,2006,Company - Private,Consulting,Business Services,$10 to $25 million (USD),
Data Scientist,3.3,$87K,$141K ,Cubic,United States,"San Diego, CA",5001 to 10000 employees,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"Accenture, Northrop Grumman, Xerox"
Data Scientist,4,$87K,$141K ,Advanced Bio-Logic Solutions Corp,"Thousand Oaks, CA","Westlake Village, CA",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),
