date,from_code ,to_code,sku,qty,unit_cost,unit_price,extended_cost,extended_retail,dataset
6/1/2020,YYC-WH,YYC-NW,BK1076,6,10.1,23.15,60.6,138.9,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1076,7,10.1,23.15,70.7,162.05,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1077,21,13.59,29.79,285.39,625.59,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1077,13,13.59,29.79,176.67,387.27,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1077,8,13.59,29.79,108.72,238.32,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1078,18,17.18,31.04,309.24,558.72,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1078,14,17.18,31.04,240.52,434.56,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1078,11,17.18,31.04,188.98,341.44,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1079,23,7.23,14.67,166.29,337.41,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1079,14,7.23,14.67,101.22,205.38,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1079,13,7.23,14.67,93.99,190.71,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1080,22,17.25,37.3,379.5,820.6,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1080,16,17.25,37.3,276,596.8,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1080,19,17.25,37.3,327.75,708.7,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1081,2,14.25,26.53,28.5,53.06,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1081,3,14.25,26.53,42.75,79.59,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1082,15,6.81,13.93,102.15,208.95,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1082,14,6.81,13.93,95.34,195.02,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1082,11,6.81,13.93,74.91,153.23,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1083,17,9.61,17.52,163.37,297.84,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1083,13,9.61,17.52,124.93,227.76,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1083,18,9.61,17.52,172.98,315.36,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1084,15,14.5,26.9,217.5,403.5,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1084,12,14.5,26.9,174,322.8,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1084,8,14.5,26.9,116,215.2,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1085,17,6.81,14.15,115.77,240.55,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1085,9,6.81,14.15,61.29,127.35,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1085,7,6.81,14.15,47.67,99.05,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1086,16,12.99,24.59,207.84,393.44,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1086,13,12.99,24.59,168.87,319.67,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1086,6,12.99,24.59,77.94,147.54,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1087,15,10.15,22.3,152.25,334.5,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1087,9,10.15,22.3,91.35,200.7,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1087,8,10.15,22.3,81.2,178.4,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1088,25,13.45,30.7,336.25,767.5,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1088,7,13.45,30.7,94.15,214.9,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1088,13,13.45,30.7,174.85,399.1,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1089,17,6.55,15.46,111.35,262.82,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1089,17,6.55,15.46,111.35,262.82,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1089,9,6.55,15.46,58.95,139.14,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1090,29,16.46,31.93,477.34,925.97,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1090,9,16.46,31.93,148.14,287.37,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1090,11,16.46,31.93,181.06,351.23,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1091,13,17.68,33.9,229.84,440.7,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1091,10,17.68,33.9,176.8,339,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1091,15,17.68,33.9,265.2,508.5,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1092,18,17.63,33.02,317.34,594.36,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1092,16,17.63,33.02,282.08,528.32,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1092,6,17.63,33.02,105.78,198.12,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1093,19,15,33.68,285,639.92,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1093,13,15,33.68,195,437.84,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1093,9,15,33.68,135,303.12,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1094,44,7.56,17.35,332.64,763.4,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1094,14,7.56,17.35,105.84,242.9,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1094,12,7.56,17.35,90.72,208.2,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1095,14,15.1,27.51,211.4,385.14,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1095,15,15.1,27.51,226.5,412.65,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1095,6,15.1,27.51,90.6,165.06,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1096,20,6.3,15.47,126,309.4,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1096,15,6.3,15.47,94.5,232.05,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1096,17,6.3,15.47,107.1,262.99,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1097,24,6.27,11.51,150.48,276.24,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1097,9,6.27,11.51,56.43,103.59,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1097,13,6.27,11.51,81.51,149.63,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1098,20,9.88,21.53,197.6,430.6,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1098,14,9.88,21.53,138.32,301.42,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1098,13,9.88,21.53,128.44,279.89,bookstore_inventory
6/1/2020,YYC-WH,YYC-DT,BK1099,12,11.86,27.23,142.32,326.76,bookstore_inventory
6/1/2020,YYC-WH,YYC-NW,BK1099,18,11.86,27.23,213.48,490.14,bookstore_inventory
6/1/2020,YYC-WH,YYC-SE,BK1099,8,11.86,27.23,94.88,217.84,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1000,14,8.09,18.92,113.26,264.88,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1000,13,8.09,18.92,105.17,245.96,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1000,8,8.09,18.92,64.72,151.36,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1001,29,10.75,24.49,311.75,710.21,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1001,26,10.75,24.49,279.5,636.74,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1001,6,10.75,24.49,64.5,146.94,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1002,16,15.1,31.89,241.6,510.24,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1002,11,15.1,31.89,166.1,350.79,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1002,8,15.1,31.89,120.8,255.12,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1003,11,14.35,28.58,157.85,314.38,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1003,5,14.35,28.58,71.75,142.9,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1003,10,14.35,28.58,143.5,285.8,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1004,17,7.85,19.61,133.45,333.37,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1004,9,7.85,19.61,70.65,176.49,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1004,13,7.85,19.61,102.05,254.93,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1005,17,15.79,33.13,268.43,563.21,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1005,16,15.79,33.13,252.64,530.08,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1005,8,15.79,33.13,126.32,265.04,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1006,22,8.69,18.39,191.18,404.58,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1006,18,8.69,18.39,156.42,331.02,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1006,8,8.69,18.39,69.52,147.12,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1007,22,8.69,16.64,191.18,366.08,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1007,19,8.69,16.64,165.11,316.16,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1007,17,8.69,16.64,147.73,282.88,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1008,19,12.44,29.31,236.36,556.89,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1008,13,12.44,29.31,161.72,381.03,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1008,9,12.44,29.31,111.96,263.79,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1009,14,13.12,29.99,183.68,419.86,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1009,3,13.12,29.99,39.36,89.97,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1009,6,13.12,29.99,78.72,179.94,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1010,12,12.96,25.33,155.52,303.96,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1010,13,12.96,25.33,168.48,329.29,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1010,11,12.96,25.33,142.56,278.63,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1011,16,7.1,13.19,113.6,211.04,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1011,10,7.1,13.19,71,131.9,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1011,17,7.1,13.19,120.7,224.23,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1012,17,16.53,37.63,281.01,639.71,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1012,12,16.53,37.63,198.36,451.56,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1012,11,16.53,37.63,181.83,413.93,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1013,9,9.19,20.75,82.71,186.75,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1013,10,9.19,20.75,91.9,207.5,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1013,7,9.19,20.75,64.33,145.25,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1014,16,7.55,15.03,120.8,240.48,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1014,14,7.55,15.03,105.7,210.42,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1014,18,7.55,15.03,135.9,270.54,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1015,20,16.66,41.08,333.2,821.6,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1015,10,16.66,41.08,166.6,410.8,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1015,7,16.66,41.08,116.62,287.56,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1016,17,17.47,33.29,296.99,565.93,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1016,14,17.47,33.29,244.58,466.06,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1016,10,17.47,33.29,174.7,332.9,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1017,16,16.35,34.38,261.6,550.08,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1017,11,16.35,34.38,179.85,378.18,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1017,20,16.35,34.38,327,687.6,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1018,18,15.71,38.65,282.78,695.7,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1018,9,15.71,38.65,141.39,347.85,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1018,15,15.71,38.65,235.65,579.75,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1019,15,13.86,29.02,207.9,435.3,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1019,12,13.86,29.02,166.32,348.24,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1019,10,13.86,29.02,138.6,290.2,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1020,22,12.61,28.33,277.42,623.26,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1020,25,12.61,28.33,315.25,708.25,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1020,16,12.61,28.33,201.76,453.28,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1021,15,7.04,14.63,105.6,219.45,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1021,12,7.04,14.63,84.48,175.56,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1021,12,7.04,14.63,84.48,175.56,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1022,17,10.9,21.71,185.3,369.07,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1022,12,10.9,21.71,130.8,260.52,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1022,15,10.9,21.71,163.5,325.65,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1023,15,10.47,26.06,157.05,390.9,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1023,5,10.47,26.06,52.35,130.3,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1023,5,10.47,26.06,52.35,130.3,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1024,8,9.12,19.03,72.96,152.24,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1024,11,9.12,19.03,100.32,209.33,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1024,7,9.12,19.03,63.84,133.21,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1025,16,14.68,35.61,234.88,569.76,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1025,9,14.68,35.61,132.12,320.49,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1025,7,14.68,35.61,102.76,249.27,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1026,19,11.95,23.43,227.05,445.17,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1026,11,11.95,23.43,131.45,257.73,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1026,9,11.95,23.43,107.55,210.87,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1027,22,6.97,13.59,153.34,298.98,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1027,16,6.97,13.59,111.52,217.44,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1027,10,6.97,13.59,69.7,135.9,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1028,11,8.64,15.74,95.04,173.14,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1028,3,8.64,15.74,25.92,47.22,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1028,7,8.64,15.74,60.48,110.18,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1029,4,14.2,32.04,56.8,128.16,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1029,6,14.2,32.04,85.2,192.24,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1029,1,14.2,32.04,14.2,32.04,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1030,32,6.91,14.22,221.12,455.04,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1030,18,6.91,14.22,124.38,255.96,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1030,28,6.91,14.22,193.48,398.16,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1031,22,16.21,38.99,356.62,857.78,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1031,10,16.21,38.99,162.1,389.9,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1031,6,16.21,38.99,97.26,233.94,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1032,20,11.94,25.45,238.8,509,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1032,13,11.94,25.45,155.22,330.85,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1032,12,11.94,25.45,143.28,305.4,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1033,26,11.77,29.16,306.02,758.16,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1033,13,11.77,29.16,153.01,379.08,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1033,10,11.77,29.16,117.7,291.6,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1034,18,13.11,25.3,235.98,455.4,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1034,13,13.11,25.3,170.43,328.9,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1034,8,13.11,25.3,104.88,202.4,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1035,8,15.9,38.29,127.2,306.32,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1035,2,15.9,38.29,31.8,76.58,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1035,3,15.9,38.29,47.7,114.87,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1036,15,10.17,23.83,152.55,357.45,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1036,11,10.17,23.83,111.87,262.13,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1036,5,10.17,23.83,50.85,119.15,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1037,15,14.14,33.08,212.1,496.2,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1037,16,14.14,33.08,226.24,529.28,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1037,13,14.14,33.08,183.82,430.04,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1038,21,12.79,30.59,268.59,642.39,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1038,21,12.79,30.59,268.59,642.39,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1038,17,12.79,30.59,217.43,520.03,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1039,7,9.2,21.46,64.4,150.22,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1039,3,9.2,21.46,27.6,64.38,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1039,10,9.2,21.46,92,214.6,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1040,27,16.54,37.02,446.58,999.54,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1040,24,16.54,37.02,396.96,888.48,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1040,12,16.54,37.02,198.48,444.24,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1041,28,15.57,29.46,435.96,824.88,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1041,12,15.57,29.46,186.84,353.52,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1041,8,15.57,29.46,124.56,235.68,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1042,21,13.9,25.34,291.9,532.14,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1042,20,13.9,25.34,278,506.8,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1042,22,13.9,25.34,305.8,557.48,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1043,13,16.21,39.63,210.73,515.19,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1043,10,16.21,39.63,162.1,396.3,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1043,6,16.21,39.63,97.26,237.78,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1044,18,16.41,36.62,295.38,659.16,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1044,18,16.41,36.62,295.38,659.16,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1044,8,16.41,36.62,131.28,292.96,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1045,24,14.5,34.18,348,820.32,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1045,13,14.5,34.18,188.5,444.34,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1045,12,14.5,34.18,174,410.16,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1046,7,16.04,34.28,112.28,239.96,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1046,6,16.04,34.28,96.24,205.68,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1046,7,16.04,34.28,112.28,239.96,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1047,16,14.37,27.05,229.92,432.8,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1047,7,14.37,27.05,100.59,189.35,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1047,3,14.37,27.05,43.11,81.15,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1048,10,14.16,26.73,141.6,267.3,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1048,8,14.16,26.73,113.28,213.84,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1048,5,14.16,26.73,70.8,133.65,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1049,32,13.42,30.6,429.44,979.2,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1049,17,13.42,30.6,228.14,520.2,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1049,14,13.42,30.6,187.88,428.4,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1050,6,15.03,31.58,90.18,189.48,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1050,9,15.03,31.58,135.27,284.22,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1050,3,15.03,31.58,45.09,94.74,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1051,23,7.9,15.33,181.7,352.59,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1051,15,7.9,15.33,118.5,229.95,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1051,8,7.9,15.33,63.2,122.64,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1052,13,16.57,35.53,215.41,461.89,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1052,9,16.57,35.53,149.13,319.77,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1052,8,16.57,35.53,132.56,284.24,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1053,26,16.46,30.37,427.96,789.62,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1053,22,16.46,30.37,362.12,668.14,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1053,12,16.46,30.37,197.52,364.44,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1054,26,6.35,14.02,165.1,364.52,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1054,17,6.35,14.02,107.95,238.34,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1054,11,6.35,14.02,69.85,154.22,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1055,11,15.91,31.63,175.01,347.93,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1055,10,15.91,31.63,159.1,316.3,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1055,5,15.91,31.63,79.55,158.15,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1056,15,7.55,17.81,113.25,267.15,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1056,15,7.55,17.81,113.25,267.15,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1056,9,7.55,17.81,67.95,160.29,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1057,16,10.02,20.21,160.32,323.36,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1057,14,10.02,20.21,140.28,282.94,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1057,13,10.02,20.21,130.26,262.73,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1058,12,14.92,31.61,179.04,379.32,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1058,6,14.92,31.61,89.52,189.66,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1058,6,14.92,31.61,89.52,189.66,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1059,22,7.93,14.34,174.46,315.48,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1059,17,7.93,14.34,134.81,243.78,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1059,16,7.93,14.34,126.88,229.44,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1060,18,15.82,29.28,284.76,527.04,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1060,15,15.82,29.28,237.3,439.2,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1060,9,15.82,29.28,142.38,263.52,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1061,14,15.99,33.18,223.86,464.52,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1061,6,15.99,33.18,95.94,199.08,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1061,9,15.99,33.18,143.91,298.62,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1062,9,12.09,25.82,108.81,232.38,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1062,8,12.09,25.82,96.72,206.56,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1062,7,12.09,25.82,84.63,180.74,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1063,15,6.08,13.5,91.2,202.5,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1063,8,6.08,13.5,48.64,108,bookstore_inventory
7/1/2020,YYC-WH,YYC-SE,BK1063,12,6.08,13.5,72.96,162,bookstore_inventory
7/1/2020,YYC-WH,YYC-DT,BK1064,10,9.44,18.92,94.4,189.2,bookstore_inventory
7/1/2020,YYC-WH,YYC-NW,BK1064,6,9.44,18.92,56.64,113.52,bookstore_inventory
